# removed	tp	fp	tn	fn	nonsig	lowmet	tested	de	accu	recall
# P-val cutoff: 0.05
# DE metabolites: C03758,C00078,C00037
# Significant pathways: 6
20	1	0	38	1	1	0	30	2	0.97	0.50
30	0	0	38	2	1	1	28	1	0.95	0.00
40	0	0	38	2	1	1	28	1	0.95	0.00
50	0	0	38	2	1	1	28	1	0.95	0.00
60	0	0	38	2	1	1	28	1	0.95	0.00
70	0	0	38	2	1	1	28	1	0.95	0.00
80	0	0	38	2	0	2	0	0	0.95	0.00
90	0	0	38	2	0	2	0	0	0.95	0.00
# DE metabolites: C00122,C00042,C00219,C00334
# Significant pathways: 7
0	7	0	39	0	0	0	46	4	1.00	1.00
10	4	21	18	3	3	0	38	3	0.48	0.57
20	0	0	39	7	7	0	35	2	0.85	0.00
30	0	0	39	7	7	0	35	2	0.85	0.00
40	0	0	39	7	7	0	35	2	0.85	0.00
50	0	0	39	7	7	0	35	2	0.85	0.00
60	0	0	39	7	7	0	35	2	0.85	0.00
70	0	14	25	7	1	6	20	1	0.54	0.00
80	0	0	39	7	1	6	20	1	0.85	0.00
90	0	0	39	7	1	6	20	1	0.85	0.00
# DE metabolites: C00587,C00116,C00074,C00137
# Significant pathways: 2
0	2	0	15	0	0	0	17	4	1.00	1.00
10	1	0	15	1	1	0	17	3	0.94	0.50
20	1	0	15	1	1	0	17	3	0.94	0.50
30	1	0	15	1	1	0	17	3	0.94	0.50
40	1	0	15	1	1	0	17	3	0.94	0.50
50	1	0	15	1	1	0	17	3	0.94	0.50
60	1	0	15	1	1	0	17	3	0.94	0.50
70	1	0	15	1	0	1	9	2	0.94	0.50
80	1	0	15	1	0	1	9	2	0.94	0.50
90	0	0	15	2	1	1	9	2	0.88	0.00
# DE metabolites: C00116,C00379,C00022
# Significant pathways: 1
0	1	0	32	0	0	0	33	3	1.00	1.00
10	1	0	32	0	0	0	33	3	1.00	1.00
20	1	0	32	0	0	0	33	3	1.00	1.00
30	1	0	32	0	0	0	33	3	1.00	1.00
40	1	0	32	0	0	0	33	3	1.00	1.00
50	1	0	32	0	0	0	33	3	1.00	1.00
60	1	0	32	0	0	0	33	3	1.00	1.00
70	1	0	32	0	0	0	33	3	1.00	1.00
80	1	1	31	0	0	0	6	2	0.97	1.00
90	1	0	32	0	0	0	6	2	1.00	1.00
# DE metabolites: C00429,C00022,C00037
# Significant pathways: 4
0	4	0	37	0	0	0	41	3	1.00	1.00
10	4	0	37	0	0	0	41	3	1.00	1.00
20	4	0	37	0	0	0	41	3	1.00	1.00
30	3	0	37	1	1	0	39	2	0.98	0.75
40	3	0	37	1	1	0	39	2	0.98	0.75
50	3	0	37	1	1	0	39	2	0.98	0.75
60	3	0	37	1	1	0	39	2	0.98	0.75
70	3	2	35	1	1	0	39	2	0.93	0.75
80	0	0	37	4	0	4	0	0	0.90	0.00
90	0	0	37	4	0	4	0	0	0.90	0.00
# DE metabolites: C00042,C03758,C00469
# Significant pathways: 2
0	2	0	26	0	0	0	28	3	1.00	1.00
10	1	0	26	1	1	0	26	2	0.96	0.50
20	2	10	16	0	0	0	26	2	0.64	1.00
30	1	1	25	1	1	0	26	2	0.93	0.50
40	1	0	26	1	1	0	26	2	0.96	0.50
50	1	1	25	1	1	0	26	2	0.93	0.50
60	0	0	26	2	1	1	15	1	0.93	0.00
70	0	0	26	2	0	2	0	0	0.93	0.00
80	0	0	26	2	0	2	0	0	0.93	0.00
90	0	0	26	2	0	2	0	0	0.93	0.00
# DE metabolites: C01595,C00712,C00219,C01530,C00022
# Significant pathways: 2
0	2	0	47	0	0	0	49	5	1.00	1.00
10	1	0	47	1	1	0	49	5	0.98	0.50
20	1	0	47	1	1	0	49	5	0.98	0.50
30	1	0	47	1	1	0	49	5	0.98	0.50
40	1	0	47	1	1	0	49	5	0.98	0.50
50	1	0	47	1	1	0	49	5	0.98	0.50
60	1	0	47	1	1	0	49	5	0.98	0.50
70	1	0	47	1	1	0	49	5	0.98	0.50
80	1	0	47	1	1	0	21	4	0.98	0.50
90	0	0	47	2	2	0	21	3	0.96	0.00
# DE metabolites: C03758,C05587,C00137
# Significant pathways: 1
0	1	0	17	0	0	0	18	3	1.00	1.00
10	1	0	17	0	0	0	18	3	1.00	1.00
20	1	9	8	0	0	0	18	2	0.50	1.00
30	1	9	8	0	0	0	18	2	0.50	1.00
40	0	0	17	1	1	0	18	2	0.94	0.00
50	0	0	17	1	1	0	18	2	0.94	0.00
60	0	0	17	1	0	1	5	1	0.94	0.00
70	0	0	17	1	0	1	5	1	0.94	0.00
80	0	0	17	1	0	1	5	1	0.94	0.00
90	0	0	17	1	0	1	5	1	0.94	0.00
# DE metabolites: C00109,C00042,C00164,C00022,C00334,C00791,C05942
# Significant pathways: 6
0	6	0	38	0	0	0	44	7	1.00	1.00
10	3	0	38	3	3	0	36	6	0.93	0.50
20	4	1	37	2	2	0	36	6	0.93	0.67
30	4	1	37	2	2	0	36	6	0.93	0.67
40	3	1	37	3	3	0	36	5	0.91	0.50
50	4	2	36	2	2	0	36	5	0.91	0.67
60	2	2	36	4	4	0	36	4	0.86	0.33
70	0	1	37	6	6	0	32	2	0.84	0.00
80	0	0	38	6	2	4	6	1	0.86	0.00
90	0	0	38	6	0	6	0	0	0.86	0.00
# DE metabolites: C03758,C00233,C00109,C00022
# Significant pathways: 2
0	2	0	40	0	0	0	42	4	1.00	1.00
10	2	0	40	0	0	0	42	4	1.00	1.00
20	2	0	40	0	0	0	42	4	1.00	1.00
30	2	0	40	0	0	0	42	4	1.00	1.00
40	1	0	40	1	1	0	42	4	0.98	0.50
50	1	0	40	1	1	0	42	4	0.98	0.50
60	0	0	40	2	2	0	29	2	0.95	0.00
70	1	0	40	1	1	0	29	2	0.98	0.50
80	0	0	40	2	1	1	2	1	0.95	0.00
90	0	0	40	2	0	2	0	0	0.95	0.00
# DE metabolites: C00042,C05984,C00164,C03758
# Significant pathways: 3
0	3	0	26	0	0	0	29	4	1.00	1.00
10	3	0	26	0	0	0	29	4	1.00	1.00
20	3	0	26	0	0	0	29	4	1.00	1.00
30	3	0	26	0	0	0	29	4	1.00	1.00
40	3	0	26	0	0	0	29	4	1.00	1.00
50	3	0	26	0	0	0	29	4	1.00	1.00
60	1	0	26	2	2	0	18	3	0.93	0.33
70	1	0	26	2	1	1	6	2	0.93	0.33
80	1	0	26	2	1	1	6	2	0.93	0.33
90	0	0	26	3	1	2	1	1	0.90	0.00
# DE metabolites: C00078,C00246,C18319,C00429,C00022,C00037
# Significant pathways: 8
0	8	0	38	0	0	0	46	6	1.00	1.00
10	6	0	38	2	2	0	46	6	0.96	0.75
20	8	0	38	0	0	0	45	4	1.00	1.00
30	7	0	38	1	1	0	43	3	0.98	0.88
40	7	0	38	1	1	0	43	3	0.98	0.88
50	7	0	38	1	1	0	43	3	0.98	0.88
60	7	0	38	1	1	0	43	3	0.98	0.88
70	4	1	37	4	4	0	39	2	0.89	0.50
80	0	0	38	8	0	8	0	0	0.83	0.00
90	0	0	38	8	0	8	0	0	0.83	0.00
# DE metabolites: C00122,C00219,C00187
# Significant pathways: 3
0	3	0	37	0	0	0	40	3	1.00	1.00
10	3	0	37	0	0	0	40	3	1.00	1.00
20	3	23	14	0	0	0	28	2	0.42	1.00
30	3	17	20	0	0	0	28	2	0.57	1.00
40	3	18	19	0	0	0	28	2	0.55	1.00
50	3	18	19	0	0	0	28	2	0.55	1.00
60	2	0	37	1	1	0	28	2	0.97	0.67
70	2	0	37	1	1	0	28	2	0.97	0.67
80	2	0	37	1	1	0	28	2	0.97	0.67
90	0	0	37	3	3	0	28	2	0.93	0.00
# DE metabolites: C00086,C03758,C00037
# Significant pathways: 3
0	3	0	29	0	0	0	32	3	1.00	1.00
10	3	0	29	0	0	0	32	3	1.00	1.00
20	3	0	29	0	0	0	32	3	1.00	1.00
30	3	0	29	0	0	0	32	3	1.00	1.00
40	3	0	29	0	0	0	32	3	1.00	1.00
50	3	0	29	0	0	0	32	3	1.00	1.00
60	1	0	29	2	2	0	21	2	0.94	0.33
70	1	0	29	2	2	0	21	2	0.94	0.33
80	1	5	24	2	0	2	7	1	0.78	0.33
90	0	0	29	3	1	2	7	1	0.91	0.00
# DE metabolites: C00042,C00156,C00022,C00122,C05593
# Significant pathways: 10
0	10	0	27	0	0	0	37	5	1.00	1.00
10	10	0	27	0	0	0	37	5	1.00	1.00
20	2	0	27	8	8	0	34	4	0.78	0.20
30	10	9	18	0	0	0	33	2	0.76	1.00
40	9	1	26	1	1	0	33	2	0.95	0.90
50	9	1	26	1	1	0	33	2	0.95	0.90
60	8	1	26	2	2	0	33	2	0.92	0.80
70	0	0	27	10	9	1	28	1	0.73	0.00
80	0	0	27	10	0	10	0	0	0.73	0.00
90	0	0	27	10	0	10	0	0	0.73	0.00
# DE metabolites: C00219,C00022,C00037
# Significant pathways: 2
0	2	0	57	0	0	0	59	3	1.00	1.00
10	1	0	57	1	1	0	59	3	0.98	0.50
20	1	0	57	1	1	0	59	3	0.98	0.50
30	0	0	57	2	2	0	59	3	0.97	0.00
40	0	0	57	2	2	0	59	3	0.97	0.00
50	0	0	57	2	2	0	59	3	0.97	0.00
60	0	0	57	2	2	0	59	3	0.97	0.00
70	0	0	57	2	2	0	59	3	0.97	0.00
80	0	0	57	2	0	2	20	1	0.97	0.00
90	0	0	57	2	0	2	20	1	0.97	0.00
# DE metabolites: C00864,C00429,C00022,C00334
# Significant pathways: 2
0	2	0	38	0	0	0	40	4	1.00	1.00
10	1	0	38	1	1	0	30	2	0.97	0.50
20	1	0	38	1	1	0	30	2	0.97	0.50
30	0	0	38	2	1	1	28	1	0.95	0.00
40	0	0	38	2	1	1	28	1	0.95	0.00
50	0	0	38	2	1	1	28	1	0.95	0.00
60	0	0	38	2	1	1	28	1	0.95	0.00
70	0	0	38	2	1	1	28	1	0.95	0.00
80	0	0	38	2	0	2	0	0	0.95	0.00
90	0	0	38	2	0	2	0	0	0.95	0.00
# DE metabolites: C00219,C00187
# Significant pathways: 25
0	25	0	3	0	0	0	28	2	1.00	1.00
10	25	1	2	0	0	0	28	2	0.96	1.00
20	25	1	2	0	0	0	28	2	0.96	1.00
30	20	0	3	5	5	0	28	2	0.82	0.80
40	21	0	3	4	4	0	28	2	0.86	0.84
50	21	0	3	4	4	0	28	2	0.86	0.84
60	2	0	3	23	23	0	28	2	0.18	0.08
70	2	0	3	23	23	0	28	2	0.18	0.08
80	2	0	3	23	23	0	28	2	0.18	0.08
90	0	0	3	25	25	0	28	2	0.11	0.00
# DE metabolites: C00026,C00219
# Significant pathways: 14
0	14	0	22	0	0	0	36	2	1.00	1.00
10	14	1	21	0	0	0	36	2	0.97	1.00
20	0	0	22	14	14	0	36	2	0.61	0.00
30	0	0	22	14	14	0	36	2	0.61	0.00
40	0	0	22	14	14	0	36	2	0.61	0.00
50	0	0	22	14	14	0	36	2	0.61	0.00
60	0	0	22	14	14	0	36	2	0.61	0.00
70	12	2	20	2	0	2	20	1	0.89	0.86
80	0	0	22	14	12	2	20	1	0.61	0.00
90	0	0	22	14	12	2	20	1	0.61	0.00
# DE metabolites: C00158,C00042,C00036,C01753,C00022,C00122,C00187
# Significant pathways: 12
0	12	0	35	0	0	0	47	7	1.00	1.00
10	11	0	35	1	1	0	47	7	0.98	0.92
20	7	0	35	5	5	0	45	6	0.89	0.58
30	7	0	35	5	5	0	45	6	0.89	0.58
40	8	0	35	4	4	0	44	4	0.91	0.67
50	7	0	35	5	5	0	44	4	0.89	0.58
60	7	0	35	5	5	0	44	4	0.89	0.58
70	0	0	35	12	11	1	39	3	0.74	0.00
80	0	0	35	12	7	5	16	2	0.74	0.00
90	0	0	35	12	7	5	16	2	0.74	0.00
# DE metabolites: C00346,C00219,C06772
# Significant pathways: 15
0	15	0	8	0	0	0	23	3	1.00	1.00
10	15	1	7	0	0	0	23	3	0.96	1.00
20	15	1	7	0	0	0	23	3	0.96	1.00
30	1	0	8	14	14	0	23	3	0.39	0.07
40	15	1	7	0	0	0	23	2	0.96	1.00
50	12	7	1	3	0	3	20	1	0.57	0.80
60	12	7	1	3	0	3	20	1	0.57	0.80
70	12	2	6	3	0	3	20	1	0.78	0.80
80	0	0	8	15	12	3	20	1	0.35	0.00
90	0	0	8	15	12	3	20	1	0.35	0.00
# DE metabolites: C00346,C06772
# Significant pathways: 3
0	3	0	0	0	0	0	3	2	1.00	1.00
10	3	0	0	0	0	0	3	2	1.00	1.00
20	3	0	0	0	0	0	3	2	1.00	1.00
30	3	0	0	0	0	0	3	2	1.00	1.00
40	3	0	0	0	0	0	3	1	1.00	1.00
50	0	0	0	3	0	3	0	0	0.00	0.00
60	0	0	0	3	0	3	0	0	0.00	0.00
70	0	0	0	3	0	3	0	0	0.00	0.00
80	0	0	0	3	0	3	0	0	0.00	0.00
90	0	0	0	3	0	3	0	0	0.00	0.00
# DE metabolites: C03758,C00026,C00805,C00037,C00022
# Significant pathways: 12
0	12	0	42	0	0	0	54	5	1.00	1.00
10	9	0	42	3	3	0	54	5	0.94	0.75
